"x"
"Lockd"
"Pard3b"
"Lrmda"
"Stab1"
"Slc35f4"
"Gm28588"
"Gabrb2"
"Bcl11a"
"Stxbp5l"
"Pde1c"
"Tbx3os1"
"Cdh19"
"B230312C02Rik"
"Fign"
"Luzp2"
"St6gal1"
"Fmr1nb"
"Mageb18"
"Prr16"
"Tox3"
"Gulp1"
"Alkal2"
"Col18a1"
"Olfm3"
"Gm12082"
"Dgkk"
"Cdh18"
"Wbp2nl"
"Gm29514"
"Slc22a20"
"6330411D24Rik"
"Slc14a2"
"Parm1"
"Emcn"
"Arhgap25"
"Airn"
"5730522E02Rik"
"Clstn2"
"Rbpms"
"Tsix"
"Thsd7b"
"Gm18870"
"Cd200r1"
"Ebf2"
"Slc8a1"
"Plcl2"
"Gm46102"
"Kdm5d"
"Gm20755"
"Ror2"
"Olfr78"
"Dock8"
"Mrc1"
"Gm4779"
"Fos"
"Sntb1"
"Cntn4"
"Cdc20b"
"Gm15527"
"Tmem270"
"Gm41414"
"Gm26512"
"Blnk"
"Chn2"
"Olfr655"
"Npsr1"
"Khdrbs2"
"Pkp3"
"Tll1"
"Inpp4b"
"Tnik"
"Slc5a7"
"Col6a5"
"Epha7"
"Agbl1"
"Esrp1"
"Pde11a"
"Pde7b"
"Bcas1"
"Kcnj8"
"Grin3a"
"Rgs20"
"B230323A14Rik"
"Prss51"
"Kcnh5"
"Duox1"
"Ldb2"
"Ebf3"
"G630055G22Rik"
"A330008L17Rik"
"Sugct"
"Npas2"
"Gm29865"
"Fn1"
"L3mbtl4"
"Arpp21"
"Nlrp1b"
"Pdgfrb"
"Gm36602"
"Cped1"
"Ryr3"
"Prrg1"
"Lrrc36"
"Ndst4"
"Tle4"
"Kcnmb2"
"Ror1"
"Slpi"
"Gm10457"
"Gpr34"
"Ptprz1"
"Clic6"
"Sv2b"
"Gm5127"
"Lancl3"
"Asb4"
"Slc25a21"
"Mamdc2"
"Nox4"
"Zfp366"
"Cyyr1"
"Tmprss11a"
"Otx2os1"
"Zfhx3"
"Cntnap5a"
"Calcr"
"Fbxl7"
"Mcc"
"Pcsk5"
"Mef2c"
"Dach2"
"Gm32511"
"4933436I20Rik"
"Slc38a11"
"Fat3"
"Mir670hg"
"Skap1"
"Lcp2"
"Cenpp"
"Arhgap45"
"Stpg2"
"Pltp"
"Prkd1"
"Anxa3"
"Gm43409"
"Ccdc178"
"Gm40645"
"Apbb1ip"
"Gm50218"
"Itih5"
"Kalrn"
"4933432K03Rik"
"Xlr5a"
"Got1l1"
"Gm48022"
"Pou2f3"
"Celf2"
"Xlr4a"
"Slc22a22"
"Gm11496"
"Pappa2"
"Pde8b"
"Rad51b"
"Setbp1"
"Acpp"
"Gm34609"
"Dennd2c"
"Bnc2"
"Bank1"
"P2ry6"
"Itgb5"
"A830018L16Rik"
"Glyat"
"Meis1"
"Vsir"
"Ust"
"Gm47283"
"Bdnf"
"Plxnc1"
"Aadac"
"Pcdh15"
"Cdh4"
"Atp1a2"
"Trpc4"
"Gm47888"
"Cox7b2"
"Adap2"
"Ephb1"
"A330069K06Rik"
"Prlr"
"C1qc"
"Pdzrn3"
"Cd163"
"Plp1"
"Elf1"
"Sox5"
"Fcrls"
"Grpr"
"Gm31458"
"Gm30382"
"Trp53cor1"
"Pth2r"
"Selplg"
"Irgm1"
"Gm45824"
"Slc15a2"
"Mitf"
"Nlgn1"
"Gm10649"
"6030407O03Rik"
"Adcy8"
"Stk31"
"Grid2"
"Pdgfc"
"Fhit"
"Gm7967"
"Gm12648"
"Unc5c"
"Gm28905"
"Col11a1"
"Gm26740"
"Gm34455"
"Gm13538"
"Pdgfd"
"Gm5099"
"Svep1"
"Fgd2"
"Adam2"
"Ndnf"
"Agmo"
"Pcdh9"
"Cobll1"
"Slc44a5"
"2310002F09Rik"
"Slco1c1"
"Foxd1"
"Bmp6"
"Dab1"
"Trpm5"
"Adam24"
"Ddx3y"
"Gm12239"
"Gm20754"
"Plaur"
"Rxfp1"
"Gm49164"
"Cpne8"
"Junb"
"Plxna4"
"Map3k19"
"Arhgap6"
"Rreb1"
"Gm13986"
"Cntnap5c"
"Cdh12"
"Vmn2r7"
"Csgalnact1"
"Nrp2"
"Onecut2"
"Wdr72"
"Vav3"
"Trabd2b"
"Crb1"
"Sfta2"
"Chrna7"
"Ocln"
"Adam5"
"Slc35d2"
"Gm33906"
"B230216N24Rik"
"Gm48877"
"Rspo2"
"Plce1"
"Gm2245"
"Gria1"
"Terb2"
"Egr1"
"Gm31814"
"Gm10801"
"Synpo2"
"Gm13561"
"Zg16"
"Shroom4"
"Tmem61"
"Dock11"
"Dcdc2c"
"Gbgt1"
"mt-Nd5"
"mt-Nd4"
"9630014M24Rik"
"Ptprb"
"Lmntd1"
"Glis3"
"Lncenc1"
"Hnf4g"
"Sema3e"
"Mnd1"
"Sh3kbp1"
"Ano1"
"Morrbid"
"Pdzrn4"
"St6galnac3"
"Gm42756"
"Ms4a7"
"P3h2"
"Tgfbr2"
"4930554H23Rik"
"Sema5a"
"Pou6f2"
"Prex2"
"Gm32592"
"Gm8633"
"Slc44a4"
"Necab1"
"Stxbp6"
"Tmem132c"
"Arhgap30"
"Rarb"
"Gng12"
"2310039L15Rik"
"Adamts18"
"Ikzf3"
"Flrt2"
"8030474K03Rik"
"Isl1"
"Gm29088"
"Gm15584"
"Col25a1"
"Hs3st2"
"Mndal"
"Crim1"
"Gm32442"
"Susd5"
"Gm2762"
"1700001C19Rik"
"Sctr"
"Hpse2"
"Ar"
"Oxr1"
"Them7"
"Alcam"
"Fkbp5"
"Ptgds"
"Pparg"
"Npy2r"
"Gm13974"
"Lgr5"
"Gm12649"
"Prom1"
"Gm43122"
"Heg1"
"Nrg1"
"Cfap47"
"Rbfox3"
"Adgrg2"
"Gm6559"
"Gm47352"
"Pcsk1"
"Gm40663"
"Adarb2"
"Hoxb3os"
"Olfr560"
"Svil"
"Mllt3"
"Plekhg1"
"Igfbp7"
"Tent5a"
"Tcf4"
"5033421B08Rik"
"Gm10415"
"Xlr"
"Lrrc7"
"Galnt14"
"B130024G19Rik"
"Abcb5"
"Arhgap31"
"Aoah"
"Abtb2"
"Glra3"
"Gm960"
"Gm33948"
"Gm7706"
"Slc1a2"
"Ly6c1"
"Ubash3a"
"Rasgrp3"
"Mbnl3"
"Npas1"
"Patl2"
"Gm20465"
"Gm14133"
"Zic4"
"Ndst3"
"Bace2"
"Gm43251"
"Gpr137c"
"Kctd8"
"Itgam"
"Abca13"
"C030029H02Rik"
"A830019P07Rik"
"4930512H18Rik"
"Skap2"
"Gm49575"
"Gab1"
"Cabcoco1"
"Gm33228"
"4933417O13Rik"
"Laptm5"
"Gm816"
"Itga4"
"Slc16a10"
"9330111N05Rik"
"2600014E21Rik"
"Stac"
"Itm2a"
"Gjc3"
"Col24a1"
"Trim54"
"4921515E04Rik"
"Adra1a"
"Gm29521"
"Dhrs9"
"Naa11"
"Gm30211"
"Nr4a3"
"Spaca1"
"Ccbe1"
"Slc6a5"
"St6galnac5"
"4930440I19Rik"
"Defb19"
"Gm48746"
"Alk"
"Glra2"
"Palld"
"Egflam"
"Mgmt"
"Slit2"
"Mob3b"
"Ano2"
"Pantr1"
"AI662270"
"E230025N22Rik"
"Ankrd31"
"1110019D14Rik"
"Pcdha1"
"A330102I10Rik"
"Adgrl2"
"Il21r"
"Tcerg1l"
"St8sia2"
"Zbtb7c"
"2610316D01Rik"
"Sema5b"
"9530036O11Rik"
"Clec18a"
"Gm34680"
"Rcsd1"
"Pde8a"
"Car4"
"Agtr1a"
"Gm29585"
"Kynu"
"Vdr"
"Ifi209"
"Ptgs2"
"Gad2"
"Ccdc141"
"Pcdh10"
"Galnt13"
"Errfi1"
"Esr1"
"Bcl2"
"Epha4"
"Cryzl2"
"4930526L06Rik"
"Naaladl2"
"Knl1"
"Dock10"
"Fuca1"
"Ptprg"
"Itga9"
"Gabra4"
"Fbln7"
"Adipoq"
"Cyp7b1"
"Mybpc1"
"Cdh6"
"Trhr"
"Lmo3"
"Gm6145"
"Upb1"
"Htr7"
"Qrfprl"
"Pnldc1"
"Prss12"
"Shox2"
"Gm41335"
"Gli2"
"mt-Atp6"
"Cpa6"
"A2m"
"Gm45030"
"Gm13201"
"Akr1d1"
"Il1rl2"
"Gm10636"
"A730036I17Rik"
"Serpinb5"
"Arhgap36"
"Ptpn5"
"Arhgef3"
"Robo2"
"Gm31218"
"Npas4"
"Itga1"
"Gm13629"
"Gm50395"
"A830082K12Rik"
"Gm29266"
"Gm45194"
"Nrg4"
"Trhde"
"4930447C04Rik"
"C130071C03Rik"
"Adam12"
"Eps8"
"Tnfrsf11a"
"4930544I03Rik"
"Maml2"
"Gm41804"
"Slc6a20a"
"Alpk1"
"Slc35f1"
"4933411E02Rik"
"Gpr17"
"Abca9"
"Sel1l3"
"Gm11290"
"Dock1"
"Cntnap3"
"Tcl1b4"
"Rbm20"
"Chp2"
"Gm45766"
"AY702103"
"1700016P03Rik"
"Robo1"
"Tex11"
"Zfp808"
"Cd84"
"Btg2"
"Gm20743"
"4930587E11Rik"
"Zfp536"
"Hs6st2"
"Clec2g"
"Lypd6"
"Gm46224"
"Glt28d2"
"Fam240b"
"Adamtsl3"
"4933409F18Rik"
"Ddit4l"
"Vwc2l"
"Atp7a"
"Gm4951"
"Ddo"
"Neto2"
"Cgnl1"
"Schip1"
"Rassf6"
"Mpeg1"
"Gm46329"
"4930556G01Rik"
"Ccdc192"
"mt-Nd2"
"Gal"
"Ntsr1"
"Cep128"
"Gm26713"
"Wipf1"
"Gm47944"
"F630028O10Rik"
"Il6ra"
"Il33"
"Kcnh8"
"Gm15987"
"Adamts2"
"Nlrp12"
"Slc17a7"
"Ankrd65"
"Fam50b"
"Lpar1"
"Gm42951"
"B3galt1"
"Itga6"
"Gm26691"
"F830016B08Rik"
"Gm4128"
"Cdh9"
"Pirt"
"Zfp951"
"Etv1"
"Sntg2"
"F13a1"
"Samd5"
"Gpr65"
"Man2a1"
"Cacna1i"
"Gm11998"
"Fam163a"
"Npr3"
"Shc3"
"Stard8"
"Rasd1"
"Nos2"
"Prdm5"
"Gm44386"
"Gm26907"
"Edn3"
"Gm7854"
"Gm50162"
"C1qtnf7"
"Lcp1"
"Csta2"
"Mlip"
"Tbx15"
"4930438E09Rik"
"Lzts1"
"Sema6d"
"Mal"
"Tmco4"
"Pamr1"
"Stat1"
"Tlr7"
"Nckap5"
"Bmpr1b"
"Gm44196"
"Gm17657"
"Fam129a"
"Gna14"
"Gm40437"
"Gm15398"
"Crispld1"
"Scel"
"D430036J16Rik"
"Rufy4"
"Ets1"
"Ccr2"
"Gm15091"
"Gm32067"
"Sp100"
"Itpr2"
"Klhl1"
"Gjc1"
"C030047K22Rik"
"Marveld3"
"Gm43948"
"1700020N01Rik"
"C1qa"
"4932441J04Rik"
"mt-Cytb"
"Zar1l"
"Enox2"
"Nxph2"
"Gm31409"
"Rrad"
"Rspo3"
"Gm5820"
"Cerkl"
"Gm14697"
"Fgfr3"
"Ndc80"
"Gcm1"
"Nid1"
"Adgrv1"
"Ehf"
"Grb14"
"5730419F03Rik"
"Wls"
"Xlr4b"
"Uchl1os"
"Slc4a4"
"Ms4a6b"
"Zfp385b"
"Pdlim5"
"Enpep"
"Gtdc1"
"Gm10635"
"Efcab11"
"Gbp3"
"Enpp2"
"4930452B06Rik"
"Zfp521"
"Cntn5"
"Areg"
"9630002D21Rik"
"Myh11"
"Ppargc1a"
"Pf4"
"CN725425"
"Sytl5"
"Ret"
"Zbbx"
"Cdh11"
"Pax3"
"Ghr"
"Pappa"
"Gm20125"
"Gm20110"
"2810403D21Rik"
"Serpini1"
"Gm42921"
"Gm34474"
"Hydin"
"Gm43154"
"Gabbr2"
"Plch1"
"4930598N05Rik"
"Gm13832"
"Chrnb3"
"Ube2cbp"
"Gm14066"
"Cd180"
"Lypd1"
"Zswim5"
"4933417A18Rik"
"H2-Aa"
"4930554C24Rik"
"Epsti1"
"Dkk2"
"Gm2629"
"4933439K11Rik"
"1700010J16Rik"
"AC149090.1"
"Nostrin"
"Rerg"
"Asb18"
"Lama3"
"4933425B07Rik"
"Plekha7"
"F630040K05Rik"
"6030498E09Rik"
"Ctsc"
"Herc6"
"Nkain2"
"Arid5b"
"Efhb"
"Vipr1"
"Chd7"
"Nes"
"Gm30835"
"Gm13470"
"Scnn1a"
"0610040J01Rik"
"Stk33"
"Dgkg"
"Ninj2"
"Gm3143"
"Gm40658"
"Gm16168"
"4930588A03Rik"
"Rhbdl2"
"Tshz1"
"Gm4926"
"Naip2"
"Gm45323"
"Jun"
"Gm32014"
"Sdk2"
"B430212C06Rik"
"Gm16223"
"Clybl"
"Cd74"
"Mdfic"
"Itga8"
"Chrdl1"
"1700023F02Rik"
"Olfr111"
"Samsn1"
"Cntln"
"A330033J07Rik"
"Tec"
"Chgb"
"Csnka2ip"
"4930500H12Rik"
"Xlr3b"
"Shroom3"
"Utrn"
"Tmeff2"
"Pilra"
"B930018H19Rik"
"Abcb1a"
"Gm12610"
"Gm36536"
"Htr2a"
"Fth1"
"Cnr1"
"Gm39383"
"Itpr1"
"Gm12092"
"Rgs21"
"Jph1"
"Gm38575"
"Prune2"
"Bcar3"
"Grp"
"Sfmbt1"
"Immp2l"
"Il17c"
"Map3k20"
"Slc39a12"
"Maob"
"L3mbtl3"
"Jaml"
"Gm32531"
"Acer2"
"Cd86"
"Mmrn1"
"Krtap14"
"Apol7a"
"Foxo1"
"Gm45341"
"Nova1"
"Gm20442"
"Cdk19"
"Gpr139"
"Tfpi"
"Daam2"
"Gm15290"
"Acss3"
"Themis"
"Adamts6"
"Cdk6"
"Cyct"
"4930565D16Rik"
"Hemgn"
"Slc22a8"
"Gm28403"
"Prkch"
"Hrh1"
"Nos1"
"Tmem232"
"Plxna2"
"Gm13522"
"Pde10a"
"Pcdh19"
"Pitpnm3"
"2310016D03Rik"
"Pstpip2"
"9630041A04Rik"
"Fbxo47"
"Gm47392"
"Hpgd"
"Rpl39l"
"Serpine1"
"Fkbp6"
"Catsperg2"
"Adamts16"
"Nell2"
"Gm20629"
"Strip2"
"Gm11280"
"Oprm1"
"Rhbdl3"
"Fras1"
"Gm31045"
"Neto1"
"Usp26"
"Gm33037"
"Atp8b4"
"Gm28807"
"Gm37971"
"Snx31"
"Gm19585"
"Lin28a"
"Prr29"
"Unc13c"
"Brinp2"
"Stk26"
"Myo16"
"Gm16222"
"Vegfc"
"Spi1"
"Ccnd3"
"Calca"
"Zbtb16"
"Pon3"
"Bmx"
"Gm43824"
"Gpnmb"
"Sema6a"
"C2cd4b"
"Trp63"
"Gm33674"
"Mettl24"
"3222401L13Rik"
"Sphkap"
"Gm49807"
"Arhgap10"
"Myo3b"
"Bcl11b"
"Gm41311"
"Gm35460"
"Mir9-3hg"
"Creb5"
"Cdh7"
"Tll2"
"Platr14"
"Gm20559"
"Nlrp1a"
"Gm47771"
"Tph2"
"Mctp1"
"4930548K13Rik"
"Tbx4"
"Il15"
"2810433D01Rik"
"Gm16294"
"Gimap9"
"4930402F11Rik"
"Gm12292"
"Gm48447"
"Gm50242"
"Gm43950"
"Prrx1"
"Popdc3"
"Rubie"
"Gm45740"
"Fndc1"
"Myl1"
"St8sia6"
"Il2ra"
"Gm44992"
"Alpk2"
"B230214G05Rik"
"mt-Nd1"
"Brwd3"
"Wwox"
"Fcgr3"
"Gm29242"
"Klhl13"
"Gm15046"
"Gm50255"
"Carmn"
"Rgs2"
"Nrip1"
"Kank1"
"Gm28494"
"Gucy2c"
"Gabra1"
"Gm20646"
"Fap"
"Gm35101"
"Tecrl"
"Slc25a13"
"Rin2"
"Vrk2"
"AY512915"
"Pls3"
"Nxn"
"Efna5"
"Abcb1b"
"Tm4sf4"
"4930555F03Rik"
"Tshz3"
"Gm2990"
"Gm40578"
"Slc40a1"
"Trim55"
"Fer1l4"
"Slc47a2"
"Odaph"
"Anxa1"
"Gm2582"
"Gm15246"
"Msrb3"
"Tmtc2"
"Gm28756"
"Adh6b"
"Gm48651"
"Gm48089"
"Serpinf2"
"Gm11479"
"Gm30420"
"4930527G23Rik"
"Cxcl10"
"1600002D24Rik"
"Lypd6b"
"Adap2os"
"Shisa6"
"Nrxn1"
"Gm34907"
"Gm12353"
"Malrd1"
"Hoga1"
"Pir"
"Sgcd"
"Cltrn"
"Colec10"
"Abcc6"
"Pld4"
"Ttc6"
"Klf8"
"1700034P13Rik"
"Man1a"
"Gm31135"
"Mir142hg"
"Gcnt2"
"Sidt1"
"Gm12381"
"Cntnap4"
"Gm4221"
"Slc17a6"
"Myo1f"
"Grxcr1"
"9630028H03Rik"
"Gab3"
"Ntng1"
"Rimklb"
"Tex15"
"Xylt1"
"Efemp1"
"Abca6"
"Gm29683"
"Nr3c2"
"Amot"
"Eya4"
"Ryr1"
"Ntn4"
"Cps1"
"Gm14280"
"Stk32b"
"Cma2"
"Fstl4"
"Plut"
"Epas1"
"Ptprj"
"Gm35256"
"Ism1"
"Spidr"
"Hdx"
"Mcu"
"Gm40293"
"Tmem45a"
"Teddm2"
"Pla2g4d"
"Tgfb2"
"Abcg2"
"Pla2g4a"
"Ptgdr"
"Epcam"
"Nefh"
"Col19a1"
"Tcf7l1"
"Trmt9b"
"Iqgap2"
"Pde1a"
"Gm39232"
"Dlk1"
"Cald1"
"Cd300c2"
"1700028E10Rik"
"Rgs22"
"Smad3"
"Nrk"
"Srrm4"
"A330049N07Rik"
"Plppr1"
"Gsg1l"
"Tmem196"
"Mtnr1a"
"Foxb1"
"Dcdc2a"
"Slc6a7"
"Gm6213"
"AC103362.1"
"Edil3"
"2610206C17Rik"
"Mcub"
"6030443J06Rik"
"Cnr2"
"Synpr"
"Gm12153"
"Lix1"
"Gm16759"
"Slc16a2"
"Lrrn3"
"Lemd1"
"4931415C17Rik"
"Tle1"
"Pole"
"Gm12132"
"Gm5600"
"Olfr958"
"Adgrf1"
"Gm34636"
"Vmn1r223"
"Peg10"
"Tgfbr1"
"Ptchd1"
"Mid1"
"Gm1715"
"Ddx4"
"Gch1"
"Tpk1"
"Mest"
"Limd1"
"Asb12"
"Skint5"
"Fbn2"
"Sash1"
"Pkd1l2"
"Tctex1d1"
"Trps1"
"Gm30504"
"Dpy19l2"
"Gzmk"
"Arsj"
"Gm49180"
"Gm49981"
"Rasl11a"
"Pcgf5"
"Pik3ap1"
"Gm19500"
"Rps6ka3"
"Ccnb1"
"Gxylt2"
"Dpf3"
"Usp3"
"Abcc3"
"Gm45321"
"Gm12811"
"Aknad1"
"Hhip"
"Tacr1"
"Gm47914"
"A530053G22Rik"
"Itgb8"
"Mms22l"
"Fut9"
"A430010J10Rik"
"Dnase2b"
"Gm42601"
"Colq"
"AC150683.1"
"Tmlhe"
"Abcg3"
"Gabrg1"
"Lnx1"
"Gm12371"
"Gm26569"
"Sh3bgrl"
"Tiparp"
"Gm15169"
"C1qb"
"H2-Ab1"
"Cspg4"
"Smpd3"
"Lrriq1"
"Pcdh17"
"Adcy2"
"Rab19"
"Gm11685"
"Gm13479"
"Gm20756"
"Gsdmc"
"Gli3"
"Atp11c"
"Eda2r"
"Ripor2"
"Pola1"
"Cdkl5"
"Phactr2"
"Slc6a11"
"Armc4"
"Phex"
"Peak1"
"Gm33981"
"A530065N20Rik"
"Slc16a7"
"2610307P16Rik"
"Slc44a1"
"Rmst"
"Pld1"
"Pknox2"
"Erbb3"
"Tbc1d4"
"Abca1"
"Gm10248"
"Gja3"
"Thbs3"
"Tc2n"
"Gm3294"
"Fam83d"
"Dnah7b"
"Sash3"
"Gm34933"
"Id2"
"Klrb1"
"Fat2"
"Gm40649"
"Hoxb2"
"Gm42397"
"Gm48155"
"Nebl"
"Dgkb"
"Kcnh1"
"Ikzf2"
"Otof"
"Wars2"
"Syt2"
"Slit3"
"4921539E11Rik"
"Filip1"
"Jhy"
"Gm10754"
"Gm6999"
"Gm1968"
"Gm38997"
"Kcnt2"
"Dusp16"
"Ptpn3"
"Bicc1"
"Syt6"
"Gm26820"
"Ptprd"
"Gm14061"
"8030451A03Rik"
"Grm8"
"Sh3d19"
"Erg"
"Ifit1"
"Pgr15l"
"Rhoj"
"Rai14"
"Plekha2"
"Gm609"
"Spata1"
"Itgb6"
"St8sia4"
"Gm19303"
"Tmem233"
"Ell2"
"Bmper"
"P2ry13"
"Eng"
"Troap"
"Gm47578"
"Gm29685"
"9330199G10Rik"
"Ccdc3"
"Gm281"
"Gm12160"
"Myhas"
"9130008F23Rik"
"Dlg1"
"Creb1"
"Gpc6"
"Styk1"
"Gm41492"
"Gm13842"
"Gm30097"
"Colgalt2"
"Msn"
"Rph3al"
"Slc1a7"
"4930434J06Rik"
"Penk"
"mt-Co3"
"4930445E18Rik"
"Slit1"
"Slc9a4"
"Gm44778"
"9530052E02Rik"
"Hgd"
"Hacd1"
"Efcab5"
"Kif6"
"mt-Co2"
"Gm11266"
"A330076C08Rik"
"Cnpy1"
"Snx7"
"Grm5"
"Cacna2d3"
"Cemip"
"Wwtr1"
"Gm26903"
"Rab39"
"Sipa1l1"
"Npffr2"
"Phox2b"
"Parva"
"Muc19"
"4930579F01Rik"
"Paqr5"
"Hspa5"
"Adamts3"
"Gm10373"
"Gm34408"
"Mbl2"
"Cradd"
"Gm765"
"Nek10"
"Gm11639"
"Gm3772"
"C330018A13Rik"
"Gm12668"
"Haspin"
"Ms4a4c"
"1700026D11Rik"
"mt-Nd4l"
"Gm10857"
"Trim63"
"Olfr982"
"Gm48821"
"BC048602"
"Olfr286"
"4933433H22Rik"
"Pga5"
"Gm28258"
"1700039E22Rik"
"5033406O09Rik"
"Gm9750"
"Cfap61"
"F930017D23Rik"
"Ap1s3"
"Vwf"
"Wdpcp"
"Ptpn7"
"Kcnab1"
"Il1rap"
"1700030M09Rik"
"Gm2479"
"Gm49678"
"Baz1a"
"Ttn"
"2700054A10Rik"
"Mctp2"
"Abi3"
"Clec10a"
"Gm13936"
"Gm46606"
"Rgsl1"
"Ifi203"
"1700042D02Rik"
"Gpr20"
"Nat3"
"Pid1"
"4933412O06Rik"
"Gm595"
"Gm29478"
"Ptbp3"
"Tex14"
"Lin9"
"Lepr"
"Klhl4"
"Kcnk13"
"Ptger3"
"Myh3"
"Gm36723"
"Cnih3"
"Junos"
"Gm12374"
"Nwd2"
"Gm34237"
"Gm32569"
"Qk"
"Copz2"
"Cysltr2"
"Gm11906"
"Gm13497"
"Pdzd2"
"Grem2"
"Spag6l"
"Maf"
"Radx"
"D630024D03Rik"
"Gm2694"
"Capn9"
"Slc18a1"
"Znrf3"
"Nek7"
"Adam32"
"Spock3"
"Gm29687"
"Gm45866"
"Gm47710"
"Btbd11"
"Cd33"
"She"
"Vit"
"Fam135b"
"Acadl"
"Atp13a4"
"Gm29506"
"Gm36235"
"Vmn2r3"
"Cnksr2"
"Etv6"
"Plscr4"
"4930571N24Rik"
"Xlr3a"
"Akr1b8"
"A530072M11Rik"
"Hs6st3"
"Xrcc4"
"Gm12576"
"Gm13483"
"Gm37068"
"BC055402"
"Gm33973"
"Gm13403"
"Pglyrp4"
"Gm35667"
"Clca1"
"Gm13061"
"AI507597"
"Gm43056"
"Ugt2b36"
"Cxcl9"
"Cav3"
"Gm43913"
"Gm44756"
"Gm32850"
"Olfr668"
"Defb33"
"Defb50"
"4933433F19Rik"
"Adam25"
"Gm35963"
"Ubtfl1"
"Cd3d"
"1700039M15Rik"
"1700054O05Rik"
"Il22"
"Igfbp1"
"Myh2"
"Gm40655"
"Vmn1r206"
"Gm47150"
"Gm47040"
"Olfr1513"
"Ddn"
"Sult1c1"
"Atp6v1e2"
"Gm28935"
"Gm815"
"Gm26644"
"Gm33756"
"Zpld1"
"Prtg"
"Glra1"
"Gm44577"
"Gm50410"
"Msra"
"Crp"
"Ltbp1"
"Pate2"
"Gm5432"
"1700110I07Rik"
"Gm34250"
"Gm20429"
"Antxr1"
"Cntn6"
"St3gal6"
"Dnajc5b"
"Zhx2"
"Smc4"
"Ccdc187"
"Gm46323"
"Gata4"
"Gm45708"
"B4galnt2"
"Met"
"Arhgef38"
"Gm35281"
"A230072E10Rik"
"Dip2c"
"Ccr5"
"Gja5"
"Oca2"
"Dnah7c"
"Lama4"
"Gm35438 ENSMUSG00000118020"
"Vgf"
"Cttnbp2"
"Hormad2"
"Vipr2"
"Cd14"
"Gm21798"
"Phip"
"Gm15680"
"Spink10"
